,Symbol,Name,Industry,IndustryCode
3956,ERYP,Erytech Pharma SA ADR,생명과학 및 메디컬 리서치,562020
3957,HUGE,FSD Pharma Inc Class B,생명과학 및 메디컬 리서치,562020
3958,AZRX,AzurRx BioPharma Inc,제약,562010
3959,POAI,Predictive Oncology Inc,헬스케어 장비 및 용품,561010
3960,PLUR,Pluri Inc,생명과학 및 메디컬 리서치,562020
3961,ABIO,ARCA Biopharma Inc,생명과학 및 메디컬 리서치,562020
3962,SOHOB,Sotherly Hotels 8.0% Cumulative Redeemable Perpetual Pref Shs Series B,주택 및 상업용 리츠,601020
3963,PRPO,Precipio Inc,헬스케어 장비 및 용품,561010
3964,CNTG,Centogene NV,생명과학 및 메디컬 리서치,562020
3965,RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
3966,AEMD,Aethlon Medical Inc,헬스케어 장비 및 용품,561010
3967,ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
3968,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3969,SLGG,Super League Gaming  Inc.,소프트웨어 및 IT서비스,572010
3970,GLBS,Globus Maritime Ltd,화물 및 물류 서비스,524050
3971,AVTX,Avalo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3972,EBET,Ebet Inc,호텔 및 엔터테인먼트,533010
3973,SOHOO,Sotherly Hotels Cum Redeemable Perptual 7.875 Pref Shs Series C,주택 및 상업용 리츠,601020
3974,BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
3975,JCSE,JE Cleantech Holdings Ltd,레저 상품,532050
3976,EFTR,eFFECTOR Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3977,CVV,CVD Equipment Corp,"건설장비 및 대형차, 기차, 배",521020
3978,MDIA,Mediaco Holding Inc Class A,미디어 및 출판,533020
3979,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
3980,APTX,Aptinyx Inc,제약,562010
3981,MRM,Medirom Healthcare Technologies Inc ADR,"개인, 가정 용품 및 서비스",542010
3982,CASI,CASI Pharmaceuticals Inc,제약,562010
3983,VJET,Voxeljet AG ADR,사무기기,571050
3984,NYMX,Nymox Pharmaceutical Corp,생명과학 및 메디컬 리서치,562020
3985,CNTX,Context Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3986,LABP,Landos Biopharma Inc,생명과학 및 메디컬 리서치,562020
3987,ACRX,AcelRx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3988,BTB,Bit Brother Ltd Class A,식품 및 약품소매,543010
3989,CRBP,Corbus Pharmaceuticals Holdings Inc,생명과학 및 메디컬 리서치,562020
3990,ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
3991,WVVI,Willamette Valley Vineyards Inc,음료,541010
3992,PXS,Pyxis Tankers Inc,화물 및 물류 서비스,524050
3993,BSFC,Blue Star Foods Corp,식품 및 담배,541020
3994,IMRA,Imara Inc,생명과학 및 메디컬 리서치,562020
3995,BTOG,Bit Origin Ltd,핀테크,573010
3996,SLHG,Skylight Health Group Inc,헬스케어 업체 및 서비스,561020
3997,CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
3998,ZCMD,Zhongchao Inc Class A,비즈니스교육,631030
3999,NXTP,Nextplay Technologies Inc,소프트웨어 및 IT서비스,572010
4000,PPSI,Pioneer Power Solutions Inc,"건설장비 및 대형차, 기차, 배",521020
4001,WKSP,Worksport Ltd,전문 및 상업 서비스,522030
4002,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4003,DAIO,Data I/O Corp,소프트웨어 및 IT서비스,572010
4004,AKAN,Akanda Corp,제약,562010
4005,FRGAP,Franchise Group 7.50 Cumulative Perpetual Pref Shs Series A,전문품 상점,534030
4006,TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
4007,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
4008,VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4009,KTTA,Pasithea Therapeutics Corp,생명과학 및 메디컬 리서치,562020
4010,IMCC,IM Cannabis Corp,제약,562010
4011,CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
4012,DPRO,Draganfly Inc,우주항공 및 국방,521010
4013,BWV,Blue Water Vaccines Inc,제약,562010
4014,TAYD,Taylor Devices Inc,"건설장비 및 대형차, 기차, 배",521020
4015,SEAC,SeaChange International Inc,소프트웨어 및 IT서비스,572010
4016,MF,Missfresh Ltd ADR,소프트웨어 및 IT서비스,572010
4017,EDUC,Educational Development Corp,미디어 및 출판,533020
4018,OCC,Optical Cable Corp,커뮤니케이션 및 네트워킹,571020
4019,GLBZ,Glen Burnie Bancorp,은행,551010
4020,MRIN,Marin Software Inc,소프트웨어 및 IT서비스,572010
4021,LANDP,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
4022,FFHL,Fuwei Films (Holdings) Co Ltd,화학,511010
4023,TRIB,Trinity Biotech PLC ADR Class A,헬스케어 장비 및 용품,561010
4024,LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4025,PBLA,Panbela Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4026,WVFC,W V S Financial Corp,은행,551010
4027,BTX,Brooklyn Immunotherapeutics Inc,생명과학 및 메디컬 리서치,562020
4028,BANFP,BancFirst 7.2% Cumulative Pref Shs,은행,551010
4029,ONCS,OncoSec Medical Inc,생명과학 및 메디컬 리서치,562020
4030,NSYS,Nortech Systems Inc,반도체 및 반도체 장비,571010
4031,VQS,Viq Solutions Inc,소프트웨어 및 IT서비스,572010
4032,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4033,YOTA,Yotta Acquisition Corp,기타 금융업,556010
4034,CHNR,China Natural Resources Inc,수도 유틸리티,591030
4035,AGRI,AgriFORCE Growing Systems Ltd,제약,562010
4036,VINC,Vincerx Pharma Inc,생명과학 및 메디컬 리서치,562020
4037,OCCIN,OFS Credit Company 5 25 Prf Shs Series E Due 2026,다양한 금융서비스,555010
4038,IDAI,T Stamp Inc Class A,소프트웨어 및 IT서비스,572010
4039,EAR,Eargo Inc,헬스케어 장비 및 용품,561010
4040,NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
4041,EQOS,Eqonex Ltd,핀테크,573010
4042,GBNY,Generations Bancorp NY Inc,은행,551010
4043,AATC,Autoscope Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
4044,NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
4045,CUBA,Herzfeld Caribbean Basin Closed Fund,다양한 금융서비스,555010
4046,MOXC,Moxian (BVI) Inc,소프트웨어 및 IT서비스,572010
4047,VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
4048,BFRI,Biofrontera Inc,제약,562010
4049,ONTX,Onconova Therapeutics Inc,제약,562010
4050,HGEN,Humanigen Inc,제약,562010
4051,UCL,Ucloudlink Group Inc ADR Class A,통신 서비스,574010
4052,INPX,Inpixon,소프트웨어 및 IT서비스,572010
4053,BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
4054,BSQR,Bsquare Corp,소프트웨어 및 IT서비스,572010
4055,FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
4056,EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
4057,TIVC,Tivic Health Systems Inc,헬스케어 장비 및 용품,561010
4058,LEVLP,Level One Bancorp  Depositary Shares 1 100th 7 50 Non Cumulative Perpetual,은행,551010
4059,IMAC,IMAC Holdings Inc,헬스케어 업체 및 서비스,561020
4060,ASNS,Actelis Networks Inc,건설 및 엔지니어링,522010
4061,RETO,ReTo Eco-Solutions Inc,건축 자재,512020
4062,MNSBP,MainStreet Bancshares Depositary Shares Representing Pref Shs,은행,551010
4063,ELEV,Elevation Oncology Inc,생명과학 및 메디컬 리서치,562020
4064,MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4065,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4066,VISL,Vislink Technologies Inc,커뮤니케이션 및 네트워킹,571020
4067,GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
4068,PATI,Patriot Transportation Holding Inc,화물 및 물류 서비스,524050
4069,BPTH,Bio Path Holdings Inc,생명과학 및 메디컬 리서치,562020
4070,TNON,Tenon Medical Inc,헬스케어 장비 및 용품,561010
4071,OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
4072,KZIA,Kazia Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
4073,NURO,NeuroMetrix Inc,헬스케어 장비 및 용품,561010
4074,DRCT,Direct Digital Holdings Inc Class A,전문 및 상업 서비스,522030
4075,IMTE,Integrated Media Technology Ltd,전자 장비 및 부품,571040
4076,ELTK,Eltek Ltd,반도체 및 반도체 장비,571010
4077,ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
4078,APDN,Applied DNA Sciences Inc,화학,511010
4079,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
4080,SGRP,SPAR Group Inc,미디어 및 출판,533020
4081,MTBCO,CareCloud 8 75 Cumulative Redeemable Perpetual Pref Shs Series B,소프트웨어 및 IT서비스,572010
4082,SOHON,SOTHERLY HOTELS Perpetual Pref Shs Series D,주택 및 상업용 리츠,601020
4083,WAVE,Eco Wave Power Global AB (publ) ADR,전기 유틸리티,591010
4084,MICS,Singing Machine Company Inc,"컴퓨터, 전화 및 가전제품",571060
4085,CARV,Carver Bancorp Inc,은행,551010
4086,FGI,FGI Industries Ltd,전문품 상점,534030
4087,VEEE,Twin Vee PowerCats Co,레저 상품,532050
4088,MTC,MMTEC Inc,소프트웨어 및 IT서비스,572010
4089,WHLM,Wilhelmina International Inc,전문 및 상업 서비스,522030
4090,VIVK,Vivakor Inc,전문 및 상업 서비스,522030
4091,VVPR,VivoPower International PLC,전기 유틸리티,591010
4092,WAVD,Wavedancer Inc,소프트웨어 및 IT서비스,572010
4093,APWC,Asia Pacific Wire & Cable Corporation Ltd,"건설장비 및 대형차, 기차, 배",521020
4094,SGTX,Sigilon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4095,ACER,Acer Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4096,GVP,GSE Systems Inc,소프트웨어 및 IT서비스,572010
4097,HCTI,Healthcare Triangle Inc,소프트웨어 및 IT서비스,572010
4098,CLRB,Cellectar Biosciences Inc,제약,562010
4099,BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
4100,ATHE,Alterity Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
4101,DXYN,Dixie Group Inc Class A,가정용품,532040
4102,EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
4103,SIOX,Sio Gene Therapies Inc,제약,562010
4104,DUOT,Duos Technologies Group Inc,소프트웨어 및 IT서비스,572010
4105,RAVE,Rave Restaurant Group Inc,호텔 및 엔터테인먼트,533010
4106,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
4107,FAMI,Farmmi Inc,식품 및 담배,541020
4108,ASTC,Astrotech Corp,우주항공 및 국방,521010
4109,VYNT,Vyant Bio Inc,생명과학 및 메디컬 리서치,562020
4110,VYNE,Vyne Therapeutics Inc,제약,562010
4111,XPON,Expion360 Inc,"건설장비 및 대형차, 기차, 배",521020
4112,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4113,WHLR,Wheeler Real Estate Investment Trust Inc,주택 및 상업용 리츠,601020
4114,INDP,Indaptus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4115,BJDX,Bluejay Diagnostics Inc,헬스케어 장비 및 용품,561010
4116,TAIT,Taitron Components Inc Class A,전자 장비 및 부품,571040
4117,ABEO,Abeona Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4118,AYLA,Ayala Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4119,TYDE,Cryptyde Inc,핀테크,573010
4120,GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
4121,AMPG,Amplitech Group Inc,커뮤니케이션 및 네트워킹,571020
4122,CSCW,Color Star Technology Co Ltd,교육서비스,631010
4123,JCTCF,Jewett-Cameron Trading Company Ltd,종이 및 임산물,513010
4124,FEMY,Femasys Inc,헬스케어 장비 및 용품,561010
4125,XOMAP,XOMA 8 625 Cum Prpl Prf Shs Series A,생명과학 및 메디컬 리서치,562020
4126,ASPU,Aspen Group Inc,교육서비스,631010
4127,KALA,Kala Pharmaceuticals Inc,제약,562010
4128,OPHC,OptimumBank Holdings Inc,은행,551010
4129,RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4130,XELB,Xcel Brands Inc,미디어 및 출판,533020
4131,PETV,PetVivo Holdings Inc,헬스케어 장비 및 용품,561010
4132,SONM,Sonim Technologies Inc,커뮤니케이션 및 네트워킹,571020
4133,NUZE,NuZee Inc,식품 및 담배,541020
4134,SPRO,Spero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4135,AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
4136,SGBX,SG Blocks Inc,주택건설,532030
4137,CEMI,Chembio Diagnostics Inc,제약,562010
4138,BVXV,BiondVax Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
4139,DATS,DatChat Inc,소프트웨어 및 IT서비스,572010
4140,NRSN,Neurosense Therapeutics Ltd,생명과학 및 메디컬 리서치,562020
4141,SRGA,Surgalign Holdings Inc,헬스케어 장비 및 용품,561010
4142,OLB,OLB Group Inc,소프트웨어 및 IT서비스,572010
4143,TPST,Tempest Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4144,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4145,RCRT,Recruiter.Com Group Inc,전문 및 상업 서비스,522030
4146,IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4147,IDRA,Idera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4148,MLND,Millendo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4149,WNW,Meiwu Technology Co Ltd,다양한 소매업,534020
4150,AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
4151,ELOX,Eloxx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4152,CNET,ZW Data Action Technologies Inc,미디어 및 출판,533020
4153,SNAX,Stryve Foods Inc Class A,식품 및 담배,541020
4154,REED,Reed's Inc,음료,541010
4155,ALF,Alfi Inc,소프트웨어 및 IT서비스,572010
4156,HLBZ,Helbiz Inc Class A,"개인, 가정 용품 및 서비스",542010
4157,AHG,Akso Health Group ADR,소프트웨어 및 IT서비스,572010
4158,ABVC,ABVC Biopharma Inc,생명과학 및 메디컬 리서치,562020
4159,SBET,Sharplink Gaming Ltd,소프트웨어 및 IT서비스,572010
4160,TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
4161,QK,Q&K International Group Ltd ADR,부동산 운영 관리,601010
4162,NVCN,Neovasc Inc,헬스케어 장비 및 용품,561010
4163,TOMZ,TOMI Environmental Solutions Inc,전문 및 상업 서비스,522030
4164,MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
4165,RCON,Recon Technology Ltd Class A,오일 및 가스 장비 및 서비스,501030
4166,CREG,Smart Powerr Corp,재생에너지,502010
4167,HCDI,Harbor Custom Development Inc,부동산 운영 관리,601010
4168,VGFC,Very Good Food Company Inc,식품 및 담배,541020
4169,SCKT,Socket Mobile Inc,전자 장비 및 부품,571040
4170,TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
4171,AYTU,Aytu Biopharma Inc,제약,562010
4172,MTCR,Metacrine Inc,생명과학 및 메디컬 리서치,562020
4173,ISPC,iSpecimen Inc,소프트웨어 및 IT서비스,572010
4174,NXPL,NextPlat Corp,소프트웨어 및 IT서비스,572010
4175,APVO,Aptevo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4176,GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
4177,AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
4178,ELSE,Electro-Sensors Inc,"건설장비 및 대형차, 기차, 배",521020
4179,AIRTP,Air T Funding Alpha Income Pref Shs,은행,551010
4180,OCCIO,OFS Credit Company 6 125 Prf Series C,다양한 금융서비스,555010
4181,BTCS,BTCS Inc,전문 및 상업 서비스,522030
4182,JAGX,Jaguar Health Inc,생명과학 및 메디컬 리서치,562020
4183,LFMDP,LifeMD 8.875 Cumulative Perpetual Pref Shs Series A,다양한 소매업,534020
4184,ATIF,ATIF Holdings Ltd,전문 및 상업 서비스,522030
4185,USEA,United Maritime Corp,화물 및 물류 서비스,524050
4186,ZVO,Zovio Inc,교육서비스,631010
4187,NMTC,Neuroone Medical Technologies Corp,헬스케어 장비 및 용품,561010
4188,SLNO,Soleno Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4189,CYAN,Cyanotech Corp,제약,562010
4190,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
4191,TOPS,Top Ships Inc,화물 및 물류 서비스,524050
4192,OXBR,Oxbridge Re Holdings Ltd,보험,553010
4193,NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
4194,TSRI,TSR Inc,소프트웨어 및 IT서비스,572010
4195,AGTC,Applied Genetic Technologies Corp,생명과학 및 메디컬 리서치,562020
4196,TTNP,Titan Pharmaceuticals Inc,제약,562010
4197,LYL,Dragon Victory International Ltd,전문 및 상업 서비스,522030
4198,SECO,Secoo Holding Ltd ADR,소프트웨어 및 IT서비스,572010
4199,IINN,Inspira Technologies Oxy BHN Ltd,헬스케어 장비 및 용품,561010
4200,DUO,Fangdd Network Group Ltd ADR,부동산 운영 관리,601010
4201,SOFO,Sonic Foundry Inc,소프트웨어 및 IT서비스,572010
4202,RKDA,Arcadia Biosciences Inc,화학,511010
4203,NEPH,Nephros Inc,전문 및 상업 서비스,522030
4204,OBSV,Obseva SA,생명과학 및 메디컬 리서치,562020
4205,SBFM,Sunshine Biopharma Inc,제약,562010
4206,BLBX,Blackboxstocks Inc,소프트웨어 및 IT서비스,572010
4207,TUEM,Tuesday Morning Corp,다양한 소매업,534020
4208,PEGY,Pineapple Energy Inc,전기 유틸리티,591010
4209,RNAZ,Transcode Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4210,LIQT,LiqTech International Inc,전문 및 상업 서비스,522030
4211,MRAI,Marpai Inc Class A,소프트웨어 및 IT서비스,572010
4212,NAOV,Nanovibronix Inc,헬스케어 장비 및 용품,561010
4213,MKTYP,Mechanical Technology Inc PRF,"건설장비 및 대형차, 기차, 배",521020
4214,EZFL,EzFill Holdings Inc,오일 및 가스,501020
4215,PALT,Paltalk Inc,소프트웨어 및 IT서비스,572010
4216,LTRY,Lottery.com Inc,호텔 및 엔터테인먼트,533010
4217,FBRX,Forte Biosciences Inc,생명과학 및 메디컬 리서치,562020
4218,QH,Quhuo Ltd ADR,화물 및 물류 서비스,524050
4219,RNXT,RenovoRx Inc,헬스케어 장비 및 용품,561010
4220,HCDIP,Harbor Custom Development 8 0 Cum Conv Prf Shs Series A,부동산 운영 관리,601010
4221,XRTX,XORTX Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4222,PFIN,P&F Industries Inc Class A,"건설장비 및 대형차, 기차, 배",521020
4223,EVK,Ever-Glory International Group Inc,섬유 및 의류,532020
4224,HAPP,Happiness Development Group Ltd Class A,식품 및 담배,541020
4225,ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
4226,SONN,Sonnet Biotherapeutics Holdings Inc,제약,562010
4227,GYRO,Gyrodyne LLC,부동산 운영 관리,601010
4228,VRPX,Virpax Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4229,PIK,Kidpik Corp,전문품 상점,534030
4230,SMIT,Schmitt Industries Inc,"건설장비 및 대형차, 기차, 배",521020
4231,ENSC,Ensysce Biosciences Inc,생명과학 및 메디컬 리서치,562020
4232,GIGM,Giga Media Ltd,소프트웨어 및 IT서비스,572010
4233,REDU,Rise Education Cayman Ltd ADR,교육서비스,631010
4234,CLRO,Clearone Inc,커뮤니케이션 및 네트워킹,571020
4235,SFET,Safe-T Group Ltd ADR,소프트웨어 및 IT서비스,572010
4236,AEY,ADDvantage Technologies Group Inc,커뮤니케이션 및 네트워킹,571020
4237,IONM,Assure Holdings Corp,헬스케어 업체 및 서비스,561020
4238,BNSO,Bonso Electronics International Inc,전자 장비 및 부품,571040
4239,MINM,Minim Inc,통신 서비스,574010
4240,YMTX,Yumanity Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4241,LEXX,Lexaria Bioscience Corp,제약,562010
4242,PETZ,TDH Holdings Inc,식품 및 담배,541020
4243,TBLT,Toughbuilt Industries Inc,가정용품,532040
4244,FORD,Forward Industries Inc,섬유 및 의류,532020
4245,DTST,Data Storage Corp,소프트웨어 및 IT서비스,572010
4246,EEIQ,Elite Education Group International Ltd,교육서비스,631010
4247,BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
4248,TAOP,Taoping Inc,"컴퓨터, 전화 및 가전제품",571060
4249,SQFTP,Presidio Property Trus 9.375 Cumulative Redeemable Perpetual Cumulative,주택 및 상업용 리츠,601020
4250,UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
4251,GMBL,Esports Entertainment Group Inc,소프트웨어 및 IT서비스,572010
4252,BKYI,BIO-Key International Inc,전자 장비 및 부품,571040
4253,MTSL,Mer Telemanagement Solutions Ltd,소프트웨어 및 IT서비스,572010
4254,VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
4255,GAME,Engine Gaming and Media Inc,소프트웨어 및 IT서비스,572010
4256,OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
4257,QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4258,PTPI,Petros Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4259,MARPS,Marine Petroleum Units,오일 및 가스,501020
4260,CYTH,Cyclo Therapeutics Inc,제약,562010
4261,MDRR,Medalist Diversified Reit Inc,주택 및 상업용 리츠,601020
4262,CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
4263,STRR,Star Equity Holdings Inc,헬스케어 업체 및 서비스,561020
4264,CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
4265,ISIG,Insignia Systems Inc,미디어 및 출판,533020
4266,RIBT,RiceBran Technologies,식품 및 담배,541020
4267,JVA,Coffee Holding Co Inc,식품 및 담배,541020
4268,CRXT,Clarus Therapeutics Holdings Inc,제약,562010
4269,PULM,Pulmatrix Inc,생명과학 및 메디컬 리서치,562020
4270,FATBB,FAT Brands Inc Class B,호텔 및 엔터테인먼트,533010
4271,JZXN,Jiuzi Holdings Inc,전문품 상점,534030
4272,BTBD,Bt Brands Inc,호텔 및 엔터테인먼트,533010
4273,SMFL,Smart for Life Inc,제약,562010
4274,ARTL,Artelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
4275,SSNT,SilverSun Technologies Inc,소프트웨어 및 IT서비스,572010
4276,HYRE,HyreCar Inc,운송업,524060
4277,BPTS,Biophytis SA ADR,생명과학 및 메디컬 리서치,562020
4278,BON,Bon Natural Life Ltd,제약,562010
4279,LEDS,SemiLEDs Corp,반도체 및 반도체 장비,571010
4280,CALA,Calithera Biosciences Inc,제약,562010
4281,RVSN,Rail Vision Ltd,전자 장비 및 부품,571040
4282,GIPRU,Generation Income Properties Unit,부동산 운영 관리,601010
4283,IMPPP,Imperial Petroleum 8.75 Cumulative Redeemable Perpetual Pref Shs Series A,재생에너지,502010
4284,BLPH,Bellerophon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4285,EDTK,Skillful Craftsman Education Technology Ltd,비즈니스교육,631030
4286,MDGS,Medigus Ltd ADR,헬스케어 장비 및 용품,561010
4287,IVDA,Iveda Solutions Inc,통합 하드웨어 및 소프트웨어,571070
4288,NSPR,InspireMD Inc,헬스케어 장비 및 용품,561010
4289,CNFR,Conifer Holdings Inc,보험,553010
4290,KBNT,Kubient Inc,미디어 및 출판,533020
4291,NERV,Minerva Neurosciences Inc,생명과학 및 메디컬 리서치,562020
4292,QUMU,Qumu Corp,소프트웨어 및 IT서비스,572010
4293,HSCS,Heart Test Laboratories Inc,헬스케어 장비 및 용품,561010
4294,OTIC,Otonomy Inc,생명과학 및 메디컬 리서치,562020
4295,CRKN,Crown Electrokinetics Corp.,건축 자재,512020
4296,RELI,Reliance Global Group Inc,보험,553010
4297,BHAT,Blue Hat Interactive Entertainment Technology,레저 상품,532050
4298,CING,Cingulate Inc,생명과학 및 메디컬 리서치,562020
4299,CRTD,Creatd Inc,소프트웨어 및 IT서비스,572010
4300,UPC,Universe Pharmaceuticals Inc,제약,562010
4301,UTME,Utime Ltd,"컴퓨터, 전화 및 가전제품",571060
4302,LMFA,LM Funding America Inc,은행,551010
4303,ADIL,Adial Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4304,VRME,VerifyMe Inc,소프트웨어 및 IT서비스,572010
4305,FGF,FG Financial Group Inc,보험,553010
4306,MOBQ,Mobiquity Technologies Inc,미디어 및 출판,533020
4307,CNXA,Connexa Sports Technologies Inc,레저 상품,532050
4308,HOTH,Hoth Therapeutics Inc,제약,562010
4309,AUUD,Auddia Inc,소프트웨어 및 IT서비스,572010
4310,MTP,Midatech Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
4311,GIPR,Generation Income Properties Inc,부동산 운영 관리,601010
4312,SASI,Sigma Labs Inc,소프트웨어 및 IT서비스,572010
4313,JUPW,Jupiter Wellness Inc,"개인, 가정 용품 및 서비스",542010
4314,MINDP,MIND Technology 9 00 Cumulative Pref Shs Series A,오일 및 가스 장비 및 서비스,501030
4315,OP,Oceanpal Inc,화물 및 물류 서비스,524050
4316,RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
4317,BOSC,BOS Better Online Solutions Ltd,"건설장비 및 대형차, 기차, 배",521020
4318,BBLG,Bone Biologics Corp,헬스케어 장비 및 용품,561010
4319,IMRN,Immuron Ltd ADR,제약,562010
4320,LOGC,LogicBio Therapeutics Inc,제약,562010
4321,DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
4322,CREX,Creative Realities Inc,소프트웨어 및 IT서비스,572010
4323,CYRN,Cyren Ltd,소프트웨어 및 IT서비스,572010
4324,TCBP,TC BioPharm Ltd ADR,생명과학 및 메디컬 리서치,562020
4325,COMS,COMSovereign Holding Corp,커뮤니케이션 및 네트워킹,571020
4326,MEDS,TRxADE Health Inc,소프트웨어 및 IT서비스,572010
4327,LMNL,Liminal BioSciences Inc,생명과학 및 메디컬 리서치,562020
4328,IPDN,Professional Diversity Network Inc,소프트웨어 및 IT서비스,572010
4329,DYNT,Dynatronics Corp,헬스케어 장비 및 용품,561010
4330,METX,Meten Holding Group Ltd,교육서비스,631010
4331,APOP,Cellect Biotechnology Ltd ADR,생명과학 및 메디컬 리서치,562020
4332,HILS,Hillstream BioPharma Inc,생명과학 및 메디컬 리서치,562020
4333,LIXT,Lixte Biotechnology Holdings Inc,생명과학 및 메디컬 리서치,562020
4334,XBIO,Xenetic Biosciences Inc,생명과학 및 메디컬 리서치,562020
4335,ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
4336,SVRE,Saverone 2014 Ltd ADR,소프트웨어 및 IT서비스,572010
4337,WAFU,Wah Fu Education Group Ltd,교육서비스,631010
4338,CCNC,Code Chain New Continent Ltd,석탄,501010
4339,BAOS,Baosheng Media Group Holdings Ltd,미디어 및 출판,533020
